GO_acc	term_type	Term	queryitem	querytotal	bgitem	bgtotal	pvalue	FDR	entries
GO:0016070	P	RNA metabolic process	381	3851	1657	37767	7e-42	4.5e-38	// A0A0D3B947 // A0A0D3EI57 // A0A0D3E4L8 // A0A0D3DL92 // A0A0D3DL98 // A0A0D3EFB5 // A0A0D3CXP3 // A0A0D3BA30 // A0A0D3DNF1 // A0A0D3DDN9 // A0A0D3DB71 // A0A0D3DDN7 // A0A0D3DA77 // A0A0D3DDN4 // A0A0D3EEY3 // A0A0D3EEY7 // A0A0D3BDL5 // A0A0D3DPQ1 // A0A0D3BDL2 // A0A0D3BDL1 // A0A0D3DE74 // A0A0D3CTW9 // A0A0D3CZ52 // A0A0D3DDA5 // A0A0D3DDA0 // A0A0D3CW25 // A0A0D3CX94 // A0A0D3CW22 // A0A0D3BDK5 // A0A0D3CW76 // A0A0D3CYE8 // A0A0D3BIR8 // A0A0D3EIG8 // A0A0D3EIG4 // A0A0D3EIG5 // A0A0D3BJZ2 // A0A0D3EIG1 // A0A0D3CUP2 // A0A0D3BJ63 // A0A0D3CVA7 // A0A0D3AYG2 // A0A0D3EF08 // A0A0D3AYG5 // A0A0D3DDX4 // A0A0D3DDX7 // A0A0D3CUY3 // A0A0D3DCL1 // A0A0D3AY98 // A0A0D3DN93 // A0A0D3CWI9 // A0A0D3DD89 // A0A0D3BCV8 // A0A0D3BCZ5 // A0A0D3CY88 // A0A0D3DD86 // A0A0D3DEA3 // A0A0D3DBX5 // A0A0D3DMU9 // A0A0D3BAK8 // A0A0D3BAK7 // A0A0D3DCT6 // A0A0D3DA37 // A0A0D3CSJ4 // A0A0D3E4Z1 // A0A0D3DA38 // A0A0D3CYN3 // A0A0D3DJB9 // A0A0D3DN02 // A0A0D3DLR4 // A0A0D3DBR4 // A0A0D3BA09 // A0A0D3BA06 // A0A0D3BA04 // A0A0D3E4Q0 // A0A0D3BDF6 // A0A0D3C938 // A0A0D3BDF2 // A0A0D3DC48 // A0A0D3CVZ1 // A0A0D3DCW5 // A0A0D3DN78 // A0A0D3E553 // A0A0D3DAW7 // A0A0D3DEL2 // A0A0D3DEL4 // A0A0D3DCI8 // A0A0D3DNW4 // A0A0D3BIG6 // A0A0D3DAE0 // A0A0D3DAE8 // A0A0D3BIE8 // A0A0D3AYC8 // A0A0D3BIP7 // A0A0D3BIE0 // A0A0D3AYC4 // A0A0D3CUE1 // A0A0D3DMI2 // A0A0D3CWG4 // A0A0D3DL19 // A0A0D3CZD3 // A0A0D3EIB3 // A0A0D3DBQ4 // A0A0D3EIB7 // A0A0D3AYQ8 // A0A0D3EIB8 // A0A0D3BJY9 // A0A0D3DKI8 // A0A0D3D9J4 // A0A0D3CYR3 // A0A0D3E4V1 // A0A0D3CXV4 // A0A0D3DJF4 // A0A0D3E4V9 // A0A0D3CY72 // A0A0D3B5V2 // A0A0D3DBV5 // A0A0D3B9P7 // A0A0D3DEB2 // A0A0D3DMV7 // A0A0D3E4M4 // A0A0D3DPN9 // A0A0D3CT03 // A0A0D3DA49 // A0A0D3DB63 // A0A0D3CUN2 // A0A0D3DA46 // A0A0D3CVV5 // A0A0D3EEX9 // A0A0D3DE48 // A0A0D3DE49 // A0A0D3EI30 // A0A0D3EI34 // A0A0D3DLQ6 // A0A0D3DD65 // A0A0D3DKD8 // A0A0D3CXX5 // A0A0D3CZ64 // A0A0D3BJK7 // A0A0D3EF84 // A0A0D3CUA4 // A0A0D3DCT0 // A0A0D3CW19 // A0A0D3E581 // A0A0D3E580 // A0A0D3DC83 // A0A0D3DC80 // A0A0D3C970 // A0A0D3DC89 // A0A0D2ZVR0 // A0A0D3DEI6 // A0A0D3CXD5 // A0A0D3BK54 // A0A0D3CVI3 // A0A0D3CVI9 // A0A0D3BAC5 // A0A0D3D9F8 // A0A0D3BJR7 // A0A0D3DMJ8 // A0A0D3DM68 // A0A0D3AY88 // A0A0D3E5C7 // A0A0D3DL45 // A0A0D3CWJ3 // A0A0D3DDU6 // A0A0D3B980 // A0A0D3DDD0 // A0A0D3BAD9 // A0A0D3D939 // A0A0D3B9N2 // A0A0D3DMX3 // A0A0D3DUC9 // A0A0D3EI72 // A0A0D3DE83 // A0A0D3CSR1 // A0A0D3DD20 // A0A0D3DMS3 // A0A0D3CXR9 // A0A0D3BA12 // A0A0D3DC52 // A0A0D3DDL1 // A0A0D3B9G2 // A0A0D3BIM3 // A0A0D3BIM4 // A0A0D3B9G5 // A0A0D3B9G4 // A0A0D3DDL9 // A0A0D3DAT8 // A0A0D3D9T0 // A0A0D3D9T2 // A0A0D3CZA5 // A0A0D3DA02 // A0A0D3DA03 // A0A0D3DA06 // A0A0D3DCJ6 // A0A0D3BJF9 // A0A0D3CWX9 // A0A0D3BD27 // A0A0D3CUZ7 // A0A0D3DDG8 // A0A0D3AY52 // A0A0D3CUD3 // A0A0D3AYB0 // A0A0D3E561 // A0A0D3DK76 // A0A0D3AYP3 // A0A0D3BJX3 // A0A0D3BJX8 // A0A0D3AYP8 // A0A0D3CT86 // A0A0D3CU51 // A0A0D3BKD1 // A0A0D3DPH4 // A0A0D3D8Z3 // A0A0D3E5F4 // A0A0D3E5F9 // A0A0D3DEC1 // A0A0D3CXN0 // A0A0D3CXN1 // A0A0D3CVM6 // A0A0D3CVW8 // A0A0D3CUI9 // A0A0D3DBK8 // A0A0D3D941 // A0A0D3D943 // A0A0D3DJL7 // A0A0D3DJL6 // A0A0D3D9P6 // A0A0D3EI29 // A0A0D3DLP7 // A0A0D3DD16 // A0A0D3DBL5 // A0A0D3B9J7 // A0A0D3DME2 // A0A0D3CWT3 // A0A0D3DAN8 // A0A0D3BD64 // A0A0D3EF99 // A0A0D3DCU4 // A0A0D3DCU0 // A0A0D3DCU9 // A0A0D3BDI8 // A0A0D3EI91 // A0A0D3BJT1 // A0A0D3BJT2 // A0A0D3EIE6 // A0A0D3DCG8 // A0A0D3DCG7 // A0A0D3DCG6 // A0A0D3CVJ4 // A0A0D3CTR9 // A0A0D3DJY9 // A0A0D3AYN2 // A0A0D3CV71 // A0A0D3CVA9 // A0A0D3EF60 // A0A0D3CVA5 // A0A0D3DMK3 // A0A0D3CVA2 // A0A0D3AY73 // A0A0D3AY74 // A0A0D3DM75 // A0A0D3E5B1 // A0A0D3CSZ1 // A0A0D3CZB6 // A0A0D3CZB0 // A0A0D3CZB2 // A0A0D3DJX9 // A0A0D3AYS0 // A0A0D3DJ25 // A0A0D3CXJ0 // A0A0D3B991 // A0A0D3DLL8 // A0A0D3DP76 // A0A0D3CZ93 // A0A0D3CVS7 // A0A0D3E4T6 // A0A0D3BJS7 // A0A0D3BKA7 // A0A0D3CYP4 // A0A0D3DP99 // A0A0D3CY51 // A0A0D3CSQ1 // A0A0D3AYZ4 // A0A0D3DNG9 // A0A0D3AYZ8 // A0A0D3D9Z4 // A0A0D3D9Z0 // A0A0D3CYW2 // A0A0D3DMF1 // A0A0D3CYK5 // A0A0D3BDM8 // A0A0D3DAU8 // A0A0D3D9U7 // A0A0D3DD43 // A0A0D3DE68 // A0A0D3DE69 // A0A0D3BDC8 // A0A0D3CXA4 // A0A0D3DNU6 // A0A0D3BDC4 // A0A0D3CTV4 // A0A0D3DCR8 // A0A0D3CWW8 // A0A0D3BD13 // A0A0D3CUG8 // A0A0D3DDF6 // A0A0D3CV31 // A0A0D3DDF4 // A0A0D3DCR4 // A0A0D3CX87 // A0A0D3DC61 // A0A0D3DJV7 // A0A0D3DL31 // A0A0D3CY86 // A0A0D3DCD1 // A0A0D3BJ73 // A0A0D3D9H3 // A0A0D3D9H5 // A0A0D3D9H6 // A0A0D3AYH2 // A0A0D3BKE7 // A0A0D3DJD3 // A0A0D3DM04 // A0A0D3CWL1 // A0A0D3CZC5 // A0A0D3DD97 // A0A0D3DBG7 // A0A0D3DNC4 // A0A0D3DNC1 // A0A0D3BAJ4 // A0A0D3BIJ2 // A0A0D3DBJ4 // A0A0D3BIJ8 // A0A0D3CX26 // A0A0D3E4Y7 // A0A0D3E4Y3 // A0A0D3BKB9 // A0A0D3E4Y9 // A0A0D3DN17 // A0A0D3DLS6 // A0A0D3CY01 // A0A0D3CZH3 // A0A0D3CY04 // A0A0D3B9K0 // A0A0D3DC32 // A0A0D3DB34 // A0A0D3BJE8 // A0A0D3CX44 // A0A0D3CX45 // A0A0D3E564 // A0A0D3E567 // A0A0D3DB43 // A0A0D3EID7 // A0A0D3EID1 // A0A0D3CV98 // A0A0D3AYK8 // A0A0D3BJ39 // A0A0D3CTS3 // A0A0D3CZ13 // A0A0D3CZ15 // A0A0D3DDE2 // A0A0D3AYD2 // A0A0D3BID0 // A0A0D3AYL4 // A0A0D3CVB0 // A0A0D3CUZ1 // A0A0D3EF79 // A0A0D3DNQ5 // A0A0D3DMH2 // A0A0D3AY65 // A0A0D3AY64 // A0A0D3DCG3 // A0A0D3DL67 // A0A0D3CWH1 // A0A0D3CSY6 // A0A0D3AYR9 // A0A0D3CUT0 // A0A0D3E4K2 // A0A0D3CXK9 // A0A0D3DPD0 // A0A0D3DPP9 
GO:0006351	P	transcription, DNA-dependent	281	3851	1039	37767	3.3e-41	8.2e-38	// A0A0D3BJF9 // A0A0D3D9Z0 // A0A0D3D9Z4 // A0A0D3DP99 // A0A0D3EIB3 // A0A0D3DBQ4 // A0A0D3CWX9 // A0A0D3EI57 // A0A0D3AYQ8 // A0A0D3EIB8 // A0A0D3CY72 // A0A0D3BD27 // A0A0D3BJY9 // A0A0D3CYK5 // A0A0D3E4L8 // A0A0D3DDG8 // A0A0D3CWG4 // A0A0D3BDM8 // A0A0D3CUD3 // A0A0D3DAU8 // A0A0D3D9U7 // A0A0D3AYB0 // A0A0D3BCV8 // A0A0D3D9J4 // A0A0D3CXP3 // A0A0D3DNF1 // A0A0D3DE68 // A0A0D3DE69 // A0A0D3CX44 // A0A0D3DDN9 // A0A0D3CXA4 // A0A0D3E4V1 // A0A0D3DMK3 // A0A0D3CXR9 // A0A0D3DDN7 // A0A0D3CT86 // A0A0D3BDC4 // A0A0D3DDN4 // A0A0D3DK76 // A0A0D3CTV4 // A0A0D3AYP3 // A0A0D3BJX3 // A0A0D3CUG8 // A0A0D3CWW8 // A0A0D3BJX8 // A0A0D3AYP8 // A0A0D3D941 // A0A0D3CU51 // A0A0D3DCR8 // A0A0D3CV31 // A0A0D3BD64 // A0A0D3DCR4 // A0A0D3DMV7 // A0A0D3EIB7 // A0A0D3DDF4 // A0A0D3E4M4 // A0A0D3CX87 // A0A0D3DEB2 // A0A0D3DPN9 // A0A0D3DC61 // A0A0D3DJV7 // A0A0D3B947 // A0A0D3CT03 // A0A0D3BKD1 // A0A0D3DA49 // A0A0D3DB63 // A0A0D3CUN2 // A0A0D3DA46 // A0A0D3CY86 // A0A0D3DPH4 // A0A0D3BIP7 // A0A0D3CVV5 // A0A0D3E5F4 // A0A0D3EEX9 // A0A0D3DCD1 // A0A0D3E5F9 // A0A0D3AY65 // A0A0D3DEC1 // A0A0D3CTW9 // A0A0D3BA04 // A0A0D3CZ52 // A0A0D3DE49 // A0A0D3EI30 // A0A0D3BKB9 // A0A0D3DDA0 // A0A0D3CW25 // A0A0D3E4Y9 // A0A0D3CXN0 // A0A0D3CXN1 // A0A0D3D9H6 // A0A0D3CW22 // A0A0D3DD65 // A0A0D3BDK5 // A0A0D3CVM6 // A0A0D3BKE7 // A0A0D3DBK8 // A0A0D3BIR8 // A0A0D3CVW8 // A0A0D3DJD3 // A0A0D3EIG8 // A0A0D3DKI8 // A0A0D3DL67 // A0A0D3EIG4 // A0A0D3DEL4 // A0A0D3CXX5 // A0A0D3BA06 // A0A0D3CWL1 // A0A0D3CZ64 // A0A0D3DME2 // A0A0D3CUP2 // A0A0D3BJ63 // A0A0D3DJL6 // A0A0D3CVA7 // A0A0D3BJK7 // A0A0D3EF84 // A0A0D3DCT0 // A0A0D3EI29 // A0A0D3CW19 // A0A0D3E581 // A0A0D3E580 // A0A0D3AYG2 // A0A0D3DC83 // A0A0D3DNC4 // A0A0D3AYZ4 // A0A0D3EF08 // A0A0D3DNC1 // A0A0D3C970 // A0A0D3DDX4 // A0A0D3DDX7 // A0A0D3BAJ4 // A0A0D3CUY3 // A0A0D3DCL1 // A0A0D3AY98 // A0A0D2ZVR0 // A0A0D3DN93 // A0A0D3DBJ4 // A0A0D3DL31 // A0A0D3BIJ8 // A0A0D3DAN8 // A0A0D3DJX9 // A0A0D3CXD5 // A0A0D3E4Y7 // A0A0D3BK54 // A0A0D3DD89 // A0A0D3CVI3 // A0A0D3BCZ5 // A0A0D3CY88 // A0A0D3DD86 // A0A0D3CVI9 // A0A0D3DN17 // A0A0D3DCU4 // A0A0D3BAC5 // A0A0D3BIE0 // A0A0D3DCU0 // A0A0D3DLS6 // A0A0D3CY01 // A0A0D3CZH3 // A0A0D3DCU9 // A0A0D3CY04 // A0A0D3DMU9 // A0A0D3BJR7 // A0A0D3DMJ8 // A0A0D3BAK8 // A0A0D3BAK7 // A0A0D3BDI8 // A0A0D3EI91 // A0A0D3CZ93 // A0A0D3BJT1 // A0A0D3DCT6 // A0A0D3BJT2 // A0A0D3BDL5 // A0A0D3EIE6 // A0A0D3DCG8 // A0A0D3DCG7 // A0A0D3E4Z1 // A0A0D3CVJ4 // A0A0D3DB34 // A0A0D3DL45 // A0A0D3AYK8 // A0A0D3CWJ3 // A0A0D3DJB9 // A0A0D3BJE8 // A0A0D3DDU6 // A0A0D3B9J7 // A0A0D3E561 // A0A0D3CX45 // A0A0D3E567 // A0A0D3CV71 // A0A0D3DBR4 // A0A0D3CW76 // A0A0D3AY52 // A0A0D3BA09 // A0A0D3CVA5 // A0A0D3CYW2 // A0A0D3BAD9 // A0A0D3DB43 // A0A0D3E4Q0 // A0A0D3CVA2 // A0A0D3EID7 // A0A0D3AY73 // A0A0D3BDF6 // A0A0D3D939 // A0A0D3AY74 // A0A0D3DC32 // A0A0D3DM75 // A0A0D3CV98 // A0A0D3DC48 // A0A0D3CSQ1 // A0A0D3CSZ1 // A0A0D3E4Y3 // A0A0D3CZB0 // A0A0D3CZB2 // A0A0D3CVZ1 // A0A0D3BJ39 // A0A0D3DCW5 // A0A0D3EI72 // A0A0D3CTS3 // A0A0D3AYS0 // A0A0D3CSJ4 // A0A0D3DD16 // A0A0D3BJS7 // A0A0D3CZ15 // A0A0D3DM68 // A0A0D3CXJ0 // A0A0D3E553 // A0A0D3CSR1 // A0A0D3AYD2 // A0A0D3BID0 // A0A0D3AY88 // A0A0D3B991 // A0A0D3DC80 // A0A0D3DAW7 // A0A0D3DD20 // A0A0D3CUZ7 // A0A0D3DLL8 // A0A0D3CUZ1 // A0A0D3E5C7 // A0A0D3CZA5 // A0A0D3D9T0 // A0A0D3B5V2 // A0A0D3EF79 // A0A0D3AYL4 // A0A0D3DMH2 // A0A0D3BA12 // A0A0D3CVS7 // A0A0D3DEL2 // A0A0D3E4T6 // A0A0D3AY64 // A0A0D3DC52 // A0A0D3DCI8 // A0A0D3AYG5 // A0A0D3BKA7 // A0A0D3DN78 // A0A0D3CWH1 // A0A0D3DDL1 // A0A0D3DBG7 // A0A0D3CSY6 // A0A0D3DAE0 // A0A0D3AYR9 // A0A0D3BIM4 // A0A0D3DDL9 // A0A0D3CUT0 // A0A0D3DAE8 // A0A0D3DAT8 // A0A0D3EI34 // A0A0D3AYC8 // A0A0D3CY51 // A0A0D3CZC5 // A0A0D3DDD0 // A0A0D3CUE1 // A0A0D3CXK9 // A0A0D3DPD0 // A0A0D3DLQ6 // A0A0D3DNG9 // A0A0D3CX26 // A0A0D3D9T2 // A0A0D3CYN3 // A0A0D3DA02 // A0A0D3DA03 // A0A0D3AYZ8 // A0A0D3CZ13 
GO:0032774	P	RNA biosynthetic process	281	3851	1040	37767	3.8e-41	8.2e-38	// A0A0D3BJF9 // A0A0D3D9Z0 // A0A0D3D9Z4 // A0A0D3DP99 // A0A0D3EIB3 // A0A0D3DBQ4 // A0A0D3CWX9 // A0A0D3EI57 // A0A0D3AYQ8 // A0A0D3EIB8 // A0A0D3CY72 // A0A0D3BD27 // A0A0D3BJY9 // A0A0D3CYK5 // A0A0D3E4L8 // A0A0D3DDG8 // A0A0D3CWG4 // A0A0D3BDM8 // A0A0D3CUD3 // A0A0D3DAU8 // A0A0D3D9U7 // A0A0D3AYB0 // A0A0D3BCV8 // A0A0D3D9J4 // A0A0D3CXP3 // A0A0D3DNF1 // A0A0D3DE68 // A0A0D3DE69 // A0A0D3CX44 // A0A0D3DDN9 // A0A0D3CXA4 // A0A0D3E4V1 // A0A0D3DMK3 // A0A0D3CXR9 // A0A0D3DDN7 // A0A0D3CT86 // A0A0D3BDC4 // A0A0D3DDN4 // A0A0D3DK76 // A0A0D3CTV4 // A0A0D3AYP3 // A0A0D3BJX3 // A0A0D3CUG8 // A0A0D3CWW8 // A0A0D3BJX8 // A0A0D3AYP8 // A0A0D3D941 // A0A0D3CU51 // A0A0D3DCR8 // A0A0D3CV31 // A0A0D3BD64 // A0A0D3DCR4 // A0A0D3DMV7 // A0A0D3EIB7 // A0A0D3DDF4 // A0A0D3E4M4 // A0A0D3CX87 // A0A0D3DEB2 // A0A0D3DPN9 // A0A0D3DC61 // A0A0D3DJV7 // A0A0D3B947 // A0A0D3CT03 // A0A0D3BKD1 // A0A0D3DA49 // A0A0D3DB63 // A0A0D3CUN2 // A0A0D3DA46 // A0A0D3CY86 // A0A0D3DPH4 // A0A0D3BIP7 // A0A0D3CVV5 // A0A0D3E5F4 // A0A0D3EEX9 // A0A0D3DCD1 // A0A0D3E5F9 // A0A0D3AY65 // A0A0D3DEC1 // A0A0D3CTW9 // A0A0D3BA04 // A0A0D3CZ52 // A0A0D3DE49 // A0A0D3EI30 // A0A0D3BKB9 // A0A0D3DDA0 // A0A0D3CW25 // A0A0D3E4Y9 // A0A0D3CXN0 // A0A0D3CXN1 // A0A0D3D9H6 // A0A0D3CW22 // A0A0D3DD65 // A0A0D3BDK5 // A0A0D3CVM6 // A0A0D3BKE7 // A0A0D3DBK8 // A0A0D3BIR8 // A0A0D3CVW8 // A0A0D3DJD3 // A0A0D3EIG8 // A0A0D3DKI8 // A0A0D3DL67 // A0A0D3EIG4 // A0A0D3DEL4 // A0A0D3CXX5 // A0A0D3BA06 // A0A0D3CWL1 // A0A0D3CZ64 // A0A0D3DME2 // A0A0D3CUP2 // A0A0D3BJ63 // A0A0D3DJL6 // A0A0D3CVA7 // A0A0D3BJK7 // A0A0D3EF84 // A0A0D3DCT0 // A0A0D3EI29 // A0A0D3CW19 // A0A0D3E581 // A0A0D3E580 // A0A0D3AYG2 // A0A0D3DC83 // A0A0D3DNC4 // A0A0D3AYZ4 // A0A0D3EF08 // A0A0D3DNC1 // A0A0D3C970 // A0A0D3DDX4 // A0A0D3DDX7 // A0A0D3BAJ4 // A0A0D3CUY3 // A0A0D3DCL1 // A0A0D3AY98 // A0A0D2ZVR0 // A0A0D3DN93 // A0A0D3DBJ4 // A0A0D3DL31 // A0A0D3BIJ8 // A0A0D3DAN8 // A0A0D3DJX9 // A0A0D3CXD5 // A0A0D3E4Y7 // A0A0D3BK54 // A0A0D3DD89 // A0A0D3CVI3 // A0A0D3BCZ5 // A0A0D3CY88 // A0A0D3DD86 // A0A0D3CVI9 // A0A0D3DN17 // A0A0D3DCU4 // A0A0D3BAC5 // A0A0D3BIE0 // A0A0D3DCU0 // A0A0D3DLS6 // A0A0D3CY01 // A0A0D3CZH3 // A0A0D3DCU9 // A0A0D3CY04 // A0A0D3DMU9 // A0A0D3BJR7 // A0A0D3DMJ8 // A0A0D3BAK8 // A0A0D3BAK7 // A0A0D3BDI8 // A0A0D3EI91 // A0A0D3CZ93 // A0A0D3BJT1 // A0A0D3DCT6 // A0A0D3BJT2 // A0A0D3BDL5 // A0A0D3EIE6 // A0A0D3DCG8 // A0A0D3DCG7 // A0A0D3E4Z1 // A0A0D3CVJ4 // A0A0D3DB34 // A0A0D3DL45 // A0A0D3AYK8 // A0A0D3CWJ3 // A0A0D3DJB9 // A0A0D3BJE8 // A0A0D3DDU6 // A0A0D3B9J7 // A0A0D3E561 // A0A0D3CX45 // A0A0D3E567 // A0A0D3CV71 // A0A0D3DBR4 // A0A0D3CW76 // A0A0D3AY52 // A0A0D3BA09 // A0A0D3CVA5 // A0A0D3CYW2 // A0A0D3BAD9 // A0A0D3DB43 // A0A0D3E4Q0 // A0A0D3CVA2 // A0A0D3EID7 // A0A0D3AY73 // A0A0D3BDF6 // A0A0D3D939 // A0A0D3AY74 // A0A0D3DC32 // A0A0D3DM75 // A0A0D3CV98 // A0A0D3DC48 // A0A0D3CSQ1 // A0A0D3CSZ1 // A0A0D3E4Y3 // A0A0D3CZB0 // A0A0D3CZB2 // A0A0D3CVZ1 // A0A0D3BJ39 // A0A0D3DCW5 // A0A0D3EI72 // A0A0D3CTS3 // A0A0D3AYS0 // A0A0D3CSJ4 // A0A0D3DD16 // A0A0D3BJS7 // A0A0D3CZ15 // A0A0D3DM68 // A0A0D3CXJ0 // A0A0D3E553 // A0A0D3CSR1 // A0A0D3AYD2 // A0A0D3BID0 // A0A0D3AY88 // A0A0D3B991 // A0A0D3DC80 // A0A0D3DAW7 // A0A0D3DD20 // A0A0D3CUZ7 // A0A0D3DLL8 // A0A0D3CUZ1 // A0A0D3E5C7 // A0A0D3CZA5 // A0A0D3D9T0 // A0A0D3B5V2 // A0A0D3EF79 // A0A0D3AYL4 // A0A0D3DMH2 // A0A0D3BA12 // A0A0D3CVS7 // A0A0D3DEL2 // A0A0D3E4T6 // A0A0D3AY64 // A0A0D3DC52 // A0A0D3DCI8 // A0A0D3AYG5 // A0A0D3BKA7 // A0A0D3DN78 // A0A0D3CWH1 // A0A0D3DDL1 // A0A0D3DBG7 // A0A0D3CSY6 // A0A0D3DAE0 // A0A0D3AYR9 // A0A0D3BIM4 // A0A0D3DDL9 // A0A0D3CUT0 // A0A0D3DAE8 // A0A0D3DAT8 // A0A0D3EI34 // A0A0D3AYC8 // A0A0D3CY51 // A0A0D3CZC5 // A0A0D3DDD0 // A0A0D3CUE1 // A0A0D3CXK9 // A0A0D3DPD0 // A0A0D3DLQ6 // A0A0D3DNG9 // A0A0D3CX26 // A0A0D3D9T2 // A0A0D3CYN3 // A0A0D3DA02 // A0A0D3DA03 // A0A0D3AYZ8 // A0A0D3CZ13 
